registered_number,route,component,page_file,title,route_state,sequence_number,source_bytes,dependency_count,primary_component,dependency_files,missing_imports,image_media_signals,interaction_signals,personal_voice_signals,design_tokens,error_signals,generic_signals,unknown_navigation_targets,boredom_risk,source_fingerprint,gift_present,memory,gift,compliment,message,surprise
"261","/love-constellation-maker","LoveConstellationMakerPage","src/pages/LoveConstellationMakerPage.jsx","A Constellation for Sanzu","sequence page 221","221","59228","10","LoveConstellationMaker","src/pages/LoveConstellationMakerPage.jsx | src/components/LoveConstellationMaker.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","59","37","text-purple-300 text-center rounded-3xl bg-slate-950 border-4 border-purple-500/70 shadow-[0_0_50px_rgba rounded-full border-amber-400/80 bg-gradient-to-b","","","","LOW","c3b414e4af09","true","the day “Abhay” became “Abu” because you made it yours","a future postcard from the light-blue scooter road","You are the person behind every name Abu says with a softer voice.","Samjhana, my Fuchee, Abu made the Love Constellation Maker room around the day “Abhay” became “Abu” because you made it yours. Read this slowly, Sanu. It was made for your exact he","This page is a soft place to land when your day is heavy. You are the person behind every name Abu says with a softer voice. This page is Abu’s a Bageshwori memory pressed between "
"262","/bhuntu-love-polaroids","BhuntuLovePolaroidsPage","src/pages/BhuntuLovePolaroidsPage.jsx","Bhuntu Love Polaroids","sequence page 222","222","56025","10","BhuntuLovePolaroids","src/pages/BhuntuLovePolaroidsPage.jsx | src/components/BhuntuLovePolaroids.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","46","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","39f3602b9594","true","Water Park laughter and the day moving too quickly","a quiet “open when” note for your pocket","Your “huss” can make a long day feel close again.","Samjhana, my Sanzu, Abu made the Bhuntu Love Polaroids room around Water Park laughter and the day moving too quickly. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. Your “huss” can make a long day feel close again. This page is Abu’s a promise map for the places we still want to see for Bhuntu"
"263","/love-tarot-oracle-2","LoveTarotOracle2Page","src/pages/LoveTarotOracle2Page.jsx","The Future Abu Wishes You","sequence page 223","223","58138","10","LoveTarotOracle2","src/pages/LoveTarotOracle2Page.jsx | src/components/LoveTarotOracle2.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","57","41","text-purple-300 rounded-3xl border-2 shadow-2xl bg-slate-950 border-purple-400/80 shadow-[0_0_30px_rgba bg-gradient-to-b from-purple-950 via-slate-950","","","","LOW","575a437c828f","true","the future light-blue scooter ride toward Bardiya","a memory ribbon tied to your favourite name","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Runchi, Abu made the Love Tarot Oracle 2 room around the future light-blue scooter ride toward Bardiya. The secret is simple: Abu would still choose you in every versi","The gift inside is not expensive; it is specific to you. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a soft landing place for a "
"264","/romantic-locket-changer","RomanticLocketChangerPage","src/pages/RomanticLocketChangerPage.jsx","A Locket for the Person Abu Loves","sequence page 224","224","58061","10","RomanticLocketChanger","src/pages/RomanticLocketChangerPage.jsx | src/components/RomanticLocketChanger.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","59","41","from-amber-400 to-yellow-600 border-amber-300 shadow-amber-500/50 from-rose-400 to-pink-600 border-rose-300 shadow-rose-500/50 from-slate-300 to-stone-500","","","","LOW","fc2142005247","true","dropping you at the Language Institute before Japan","a soft landing place for a difficult day","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Runchi, Abu made the Romantic Locket Changer room around dropping you at the Language Institute before Japan. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a bouquet "
"265","/love-crossword-puzzle","LoveCrosswordPuzzlePage","src/pages/LoveCrosswordPuzzlePage.jsx","Clues from Our Little World","registered but not in sequence","","58502","10","LoveCrosswordPuzzle","src/pages/LoveCrosswordPuzzlePage.jsx | src/components/LoveCrosswordPuzzle.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","60","42","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-500/70 shadow-2xl bg-pink-950/40 rounded-2xl border-pink-400/40","","","","LOW","b34ef2dcbf1d","true","the dream of Pokhara, Manang, and Mustang waiting for us","a soft landing place for a difficult day","You are beautiful in the moments you never think to pose for.","Samjhana, my Bhoot, Abu made the Love Crossword Puzzle room around the dream of Pokhara, Manang, and Mustang waiting for us. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. You are beautiful in the moments you never think to pose for. This page is Abu’s a bouquet of words for your soft days for"
"266","/couple-movie-marathon","CoupleMovieMarathonPage","src/pages/CoupleMovieMarathonPage.jsx","Movies Abu Wants to Watch with You","sequence page 225","225","58544","10","CoupleMovieMarathon","src/pages/CoupleMovieMarathonPage.jsx | src/components/CoupleMovieMarathon.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","60","41","text-amber-400 rounded-3xl bg-gradient-to-b from-red-950 via-slate-950 to-stone-950 border-4 border-amber-500/70 shadow-[0_0_50px_rgba bg-black/90","","","","LOW","b856ff0ae786","true","the dream of Pokhara, Manang, and Mustang waiting for us","a promise folded into a keepsake card","You are beautiful in the moments you never think to pose for.","Samjhana, my Fuchee, Abu made the Couple Movie Marathon room around the dream of Pokhara, Manang, and Mustang waiting for us. This page is a soft place to land when your day is hea","A small surprise: Abu remembers more than he says. You are beautiful in the moments you never think to pose for. This page is Abu’s a compliment saved for your next tired day for S"
"267","/love-language-test","LoveLanguageTestPage","src/pages/LoveLanguageTestPage.jsx","The Language of Your “Huss”","sequence page 226","226","56284","10","LoveLanguageTest","src/pages/LoveLanguageTestPage.jsx | src/components/LoveLanguageTest.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","38","text-rose-400 text-center rounded-3xl bg-slate-950 border-4 border-rose-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","e58ecef42b37","true","Water Park laughter and the day moving too quickly","a tiny memory ticket from Nepalgunj","Your “huss” can make a long day feel close again.","Samjhana, my Bhoot, Abu made the Love Language Test room around Water Park laughter and the day moving too quickly. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. Your “huss” can make a long day feel close again. This page is Abu’s a voice-note moment for the nights you miss home for Bebo."
"268","/bhuntu-personality-quiz","BhuntuPersonalityQuizPage","src/pages/BhuntuPersonalityQuizPage.jsx","The Samjhana Abu Knows","registered but not in sequence","","56315","10","BhuntuPersonalityQuiz","src/pages/BhuntuPersonalityQuizPage.jsx | src/components/BhuntuPersonalityQuiz.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","47","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","c4fe34a26f9e","true","dropping you at the Language Institute before Japan","a tiny memory ticket from Nepalgunj","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Sanu, Abu made the Bhuntu Personality Quiz room around dropping you at the Language Institute before Japan. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a voice-note moment"
"269","/love-potion-brewery-2","LovePotionBrewery2Page","src/pages/LovePotionBrewery2Page.jsx","A Second Bottle of Abu’s Feelings","sequence page 227","227","56283","10","LovePotionBrewery2","src/pages/LovePotionBrewery2Page.jsx | src/components/LovePotionBrewery2.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","39","text-purple-400 text-center rounded-3xl bg-slate-950 border-4 border-purple-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","c8c685342c1a","true","Chau-Chau, Panipuri, momo, and the foods that became our language","a promise map for the places we still want to see","Your kindness is one of the reasons Abu keeps choosing you.","Samjhana, my Bhoot, Abu made the Love Potion Brewery 2 room around Chau-Chau, Panipuri, momo, and the foods that became our language. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. Your kindness is one of the reasons Abu keeps choosing you. This page is Abu’s a tiny memory ticket "
"270","/romantic-message-grid","RomanticMessageGridPage","src/pages/RomanticMessageGridPage.jsx","Messages Abu Arranged for You","sequence page 228","228","55868","10","RomanticMessageGrid","src/pages/RomanticMessageGridPage.jsx | src/components/RomanticMessageGrid.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","43","text-rose-400 text-center rounded-3xl bg-slate-950 border-4 border-rose-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","9382f73c0bcd","true","the room-search conversation that started in Nepalgunj","a tiny memory ticket from Nepalgunj","You are the best part of every future Abu imagines.","Samjhana, my Bebo, Abu made the Romantic Message Grid room around the room-search conversation that started in Nepalgunj. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. You are the best part of every future Abu imagines. This page is Abu’s a voice-note moment for the nights you miss home for Fuchee."
"271","/couple-anniversary-clock","CoupleAnniversaryClockPage","src/pages/CoupleAnniversaryClockPage.jsx","The Time We Keep Together","sequence page 229","229","56267","10","CoupleAnniversaryClock","src/pages/CoupleAnniversaryClockPage.jsx | src/components/CoupleAnniversaryClock.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","36","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","0ba48da0d84e","true","the room-search conversation that started in Nepalgunj","a quiet “open when” note for your pocket","You are the best part of every future Abu imagines.","Samjhana, my Sanu, Abu made the Couple Anniversary Clock room around the room-search conversation that started in Nepalgunj. This page is a soft place to land when your day is heav","A small surprise: Abu remembers more than he says. You are the best part of every future Abu imagines. This page is Abu’s a promise map for the places we still want to see for Babe"
"272","/love-doodle-canvas","LoveDoodleCanvasPage","src/pages/LoveDoodleCanvasPage.jsx","A Doodle from Abu","sequence page 230","230","56216","10","LoveDoodleCanvas","src/pages/LoveDoodleCanvasPage.jsx | src/components/LoveDoodleCanvas.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","39","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","e72805abaeb7","true","the day “Abhay” became “Abu” because you made it yours","a promise folded into a keepsake card","You are the person behind every name Abu says with a softer voice.","Samjhana, my Sanzu, Abu made the Love Doodle Canvas room around the day “Abhay” became “Abu” because you made it yours. This page is a soft place to land when your day is heavy.","A small surprise: Abu remembers more than he says. You are the person behind every name Abu says with a softer voice. This page is Abu’s a compliment saved for your next tired day "
"273","/bhuntu-comic-strip-2","BhuntuComicStrip2Page","src/pages/BhuntuComicStrip2Page.jsx","The Comic Abu Would Draw for You","sequence page 231","231","56357","10","BhuntuComicStrip2","src/pages/BhuntuComicStrip2Page.jsx | src/components/BhuntuComicStrip2.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","50","text-purple-400 text-center rounded-3xl bg-slate-950 border-4 border-purple-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","3c212802cdea","true","Bageshwori Temple and the prayers we carried home","a private letter from Abu","Your smile makes Abu forget what he was worried about.","Samjhana, my Bebo, Abu made the Bhuntu Comic Strip 2 room around Bageshwori Temple and the prayers we carried home. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your smile makes Abu forget what he was worried about. This page is Abu’s a promise folded into a keepsake card for Fuchee."
"274","/love-rhythm-drum-pad","LoveRhythmDrumPadPage","src/pages/LoveRhythmDrumPadPage.jsx","The Rhythm of Our Calls","registered but not in sequence","","56203","10","LoveRhythmDrumPad","src/pages/LoveRhythmDrumPadPage.jsx | src/components/LoveRhythmDrumPad.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","38","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","6f336b335380","true","late-night video calls between Nepalgunj and Sakai, Osaka","a birthday blessing written in Abu’s handwriting","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Bebo, Abu made the Love Rhythm Drum Pad room around late-night video calls between Nepalgunj and Sakai, Osaka. The gift inside is not expensive; it is specific to you.","This is a reminder that you are loved in the details. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a tiny cinema ticket for one"
"275","/romantic-flower-garden","RomanticFlowerGardenPage","src/pages/RomanticFlowerGardenPage.jsx","A Garden for Sanzu","sequence page 232","232","56226","10","RomanticFlowerGarden","src/pages/RomanticFlowerGardenPage.jsx | src/components/RomanticFlowerGarden.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","41","text-rose-400 text-center rounded-3xl bg-slate-950 border-4 border-rose-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","22f46f3d985f","true","the room-search conversation that started in Nepalgunj","a small surprise box with one true thing inside","You are the best part of every future Abu imagines.","Samjhana, my Samjhana, Abu made the Romantic Flower Garden room around the room-search conversation that started in Nepalgunj. Keep this for the next time distance feels loud.","Read this slowly, Sanu. It was made for your exact heart. You are the best part of every future Abu imagines. This page is Abu’s a birthday blessing written in Abu’s handwriting fo"
"276","/love-wish-bottle-ocean","LoveWishBottleOceanPage","src/pages/LoveWishBottleOceanPage.jsx","A Wish Bottle from Abu","sequence page 233","233","56220","10","LoveWishBottleOcean","src/pages/LoveWishBottleOceanPage.jsx | src/components/LoveWishBottleOcean.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","39","text-cyan-400 text-center rounded-3xl bg-slate-950 border-4 border-cyan-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","9b49d78f08a9","true","late-night video calls between Nepalgunj and Sakai, Osaka","a promise map for the places we still want to see","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Samjhana, Abu made the Love Wish Bottle Ocean room around late-night video calls between Nepalgunj and Sakai, Osaka. Open this when you miss Abu.","The secret is simple: Abu would still choose you in every version of the story. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a "
"277","/couple-superlatives","CoupleSuperlativesPage","src/pages/CoupleSuperlativesPage.jsx","The Things You Are Best At","sequence page 234","234","56444","10","CoupleSuperlatives","src/pages/CoupleSuperlativesPage.jsx | src/components/CoupleSuperlatives.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","44","text-amber-400 text-center rounded-3xl bg-slate-950 border-4 border-amber-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","b7348db3eacf","true","late-night video calls between Nepalgunj and Sakai, Osaka","a voice-note moment for the nights you miss home","You make ordinary food, ordinary calls, and ordinary rooms feel like memories.","Samjhana, my Bhuntu, Abu made the Couple Superlatives room around late-night video calls between Nepalgunj and Sakai, Osaka. The secret is simple: Abu would still choose you in eve","The gift inside is not expensive; it is specific to you. You make ordinary food, ordinary calls, and ordinary rooms feel like memories. This page is Abu’s a small surprise box with"
"278","/love-memory-cube-3d","LoveMemoryCube3DPage","src/pages/LoveMemoryCube3DPage.jsx","A Cube of Our Favorite Moments","sequence page 235","235","60274","10","LoveMemoryCube3D","src/pages/LoveMemoryCube3DPage.jsx | src/components/LoveMemoryCube3D.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","56","42","from-cyan-500 to-blue-600 from-rose-500 to-pink-600 from-amber-400 to-yellow-500 from-orange-400 to-amber-500 from-purple-500 to-indigo-600","","","","LOW","bc5ce7444afa","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a bouquet of words for your soft days","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Bhoot, Abu made the Love Memory Cube 3d room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. The gift inside is not expensive; it is ","This is a reminder that you are loved in the details. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a future postcard from the li"
"279","/little-things-abu-notices","LittleThingsPage","src/pages/LittleThingsPage.jsx","The Little Things Abu Notices","registered but not in sequence","","321518","4","page-specific JSX","src/pages/LittleThingsPage.jsx | src/utils/mediaUtils.js | src/data/pageGiftData.js | src/data/pageNames.js","","32","6","4137","bg-[ text-[ text-xs font-black text-emerald-700/70 text-6xl text-8xl text-lg text-emerald-700 text-sm","","","","LOW","b5f3f21225ef","true","the room-search conversation that started in Nepalgunj","a promise folded into a keepsake card","You are the best part of every future Abu imagines.","Samjhana, my Runchi, Abu made the Little Things Abu Notices room around the room-search conversation that started in Nepalgunj. This page is a soft place to land when your day is h","A small surprise: Abu remembers more than he says. You are the best part of every future Abu imagines. This page is Abu’s a compliment saved for your next tired day for Bhoot."
"280","/love-envelope-collection","LoveEnvelopeCollectionPage","src/pages/LoveEnvelopeCollectionPage.jsx","Letters Abu Has Been Saving","sequence page 236","236","56684","10","LoveEnvelopeCollection","src/pages/LoveEnvelopeCollectionPage.jsx | src/components/LoveEnvelopeCollection.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","57","42","text-rose-400 text-center rounded-3xl bg-slate-950 border-4 border-rose-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","745b983204ec","true","Water Park laughter and the day moving too quickly","a tiny memory ticket from Nepalgunj","Your “huss” can make a long day feel close again.","Samjhana, my Babe, Abu made the Love Envelope Collection room around Water Park laughter and the day moving too quickly. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. Your “huss” can make a long day feel close again. This page is Abu’s a voice-note moment for the nights you miss home for Runchi."
"281","/romantic-music-box-2","RomanticMusicBox2Page","src/pages/RomanticMusicBox2Page.jsx","A Second Song for Bhuntu","sequence page 237","237","56623","10","RomanticMusicBox2","src/pages/RomanticMusicBox2Page.jsx | src/components/RomanticMusicBox2.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","57","39","text-amber-400 text-center rounded-3xl bg-slate-950 border-4 border-amber-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","9bd68ebf46d0","true","Chau-Chau, Panipuri, momo, and the foods that became our language","a voice-note moment for the nights you miss home","Your kindness is one of the reasons Abu keeps choosing you.","Samjhana, my Babe, Abu made the Romantic Music Box 2 room around Chau-Chau, Panipuri, momo, and the foods that became our language. The secret is simple: Abu would still choose you","The gift inside is not expensive; it is specific to you. Your kindness is one of the reasons Abu keeps choosing you. This page is Abu’s a small surprise box with one true thing ins"
"282","/couple-future-home-3d","CoupleFutureHome3DPage","src/pages/CoupleFutureHome3DPage.jsx","The Home Abu Imagines","sequence page 238","238","56216","10","CoupleFutureHome3D","src/pages/CoupleFutureHome3DPage.jsx | src/components/CoupleFutureHome3D.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","41","text-blue-400 text-center rounded-3xl bg-slate-950 border-4 border-blue-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","2d9cfbf91eb1","true","the future light-blue scooter ride toward Bardiya","a bouquet of words for your soft days","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Sanu, Abu made the Couple Future Home 3d room around the future light-blue scooter ride toward Bardiya. The gift inside is not expensive; it is specific to you.","This is a reminder that you are loved in the details. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a future postcard from the lig"
"283","/love-neon-sign-gallery","LoveNeonSignGalleryPage","src/pages/LoveNeonSignGalleryPage.jsx","A Sign with Your Name on It","sequence page 239","239","56154","10","LoveNeonSignGallery","src/pages/LoveNeonSignGalleryPage.jsx | src/components/LoveNeonSignGallery.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","41","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","01ecf1d36a2b","true","the future light-blue scooter ride toward Bardiya","a Bageshwori memory pressed between two pages","Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight.","Samjhana, my Bhuntu, Abu made the Love Neon Sign Gallery room around the future light-blue scooter ride toward Bardiya. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your voice can cross the Nepalgunj-to-Sakai distance faster than any flight. This page is Abu’s a quiet “open when” note for your pocket for Sanu."
"284","/bhuntu-photo-mosaic-2","BhuntuPhotoMosaic2Page","src/pages/BhuntuPhotoMosaic2Page.jsx","Pieces of Samjhana in One Picture","sequence page 240","240","56280","10","BhuntuPhotoMosaic2","src/pages/BhuntuPhotoMosaic2Page.jsx | src/components/BhuntuPhotoMosaic2.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","47","text-purple-400 text-center rounded-3xl bg-slate-950 border-4 border-purple-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","ac6ac24b1fd9","true","Bageshwori Temple and the prayers we carried home","a private letter from Abu","Your smile makes Abu forget what he was worried about.","Samjhana, my Runchi, Abu made the Bhuntu Photo Mosaic 2 room around Bageshwori Temple and the prayers we carried home. This is a reminder that you are loved in the details.","Open this when you miss Abu. Your smile makes Abu forget what he was worried about. This page is Abu’s a promise folded into a keepsake card for Bhoot."
"285","/love-tetris-block-puzzle","LoveTetrisBlockPuzzlePage","src/pages/LoveTetrisBlockPuzzlePage.jsx","Building a Future from Little Pieces","sequence page 244","244","56254","10","LoveTetrisBlockPuzzle","src/pages/LoveTetrisBlockPuzzlePage.jsx | src/components/LoveTetrisBlockPuzzle.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","40","text-pink-400 text-center rounded-3xl bg-slate-950 border-4 border-pink-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","54b7ea6e28b7","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a voice-note moment for the nights you miss home","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Runchi, Abu made the Love Tetris Block Puzzle room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. The secret is simple: Abu would st","The gift inside is not expensive; it is specific to you. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a small surprise box with "
"286","/couple-relationship-cert","CoupleRelationshipCertPage","src/pages/CoupleRelationshipCertPage.jsx","The Certificate of Being Samjhana","sequence page 241","241","56342","10","CoupleRelationshipCert","src/pages/CoupleRelationshipCertPage.jsx | src/components/CoupleRelationshipCert.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","54","40","text-amber-400 text-center rounded-3xl bg-slate-950 border-4 border-amber-400 shadow-2xl rounded-2xl border-2 border-amber-300","","","","LOW","fdc528e1dd52","true","dropping you at the Language Institute before Japan","a tiny memory ticket from Nepalgunj","Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves.","Samjhana, my Sanzu, Abu made the Couple Relationship Cert room around dropping you at the Language Institute before Japan. A small surprise: Abu remembers more than he says.","Keep this for the next time distance feels loud. Your moods, your laugh, your quiet, and your Bhoot moments all belong to the girl Abu loves. This page is Abu’s a voice-note moment"
"287","/grand-love-galaxy-3d","GrandLoveGalaxy3DPage","src/pages/GrandLoveGalaxy3DPage.jsx","The Big Sky Abu Made for You","sequence page 242","242","57122","10","GrandLoveGalaxy3D","src/pages/GrandLoveGalaxy3DPage.jsx | src/components/GrandLoveGalaxy3D.jsx | src/components/WorldShell.jsx | src/themes.js | src/components/AudioController.jsx | src/store/useAppStore.js | src/config.ts | src/data/roomSequence.js | src/utils/mediaUtils.js | src/utils/whatsappHelper.js","","27","55","41","from-purple-500 to-indigo-600 from-pink-500 to-rose-600 from-amber-400 to-yellow-500 text-purple-400 text-center font-ui rounded-3xl","","","","LOW","d682e7ae9acd","true","the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home","a private letter from Abu","You make Abu want to become gentler, steadier, and more worthy of your trust.","Samjhana, my Bebo, Abu made the Grand Love Galaxy 3d room around the way you can be Sanzu, Bhuntu, Sanu, Babe, or Runchi and still be home. This is a reminder that you are loved in","Open this when you miss Abu. You make Abu want to become gentler, steadier, and more worthy of your trust. This page is Abu’s a promise folded into a keepsake card for Fuchee."
